Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,New_Price
Ford Figo Diesel ZXI,2010,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,"$3,140.10 ",
Maruti Ertiga ZDI,2016,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,"$10,265.70 ","$15,386.47 "
Honda City 1.5 GXI,2007,60006,Petrol,Manual,First,0.0 kmpl,,,,"$3,562.80 ",
Honda Amaze S i-Dtech,2014,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$4,227.05 ",
Hyundai i10 Magna,2015,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$4,287.44 ",
Honda Amaze S i-Dtech,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$3,925.12 ",
Skoda Laura Ambiente,2008,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,"$5,434.78 ",
Renault Duster 85PS Diesel RxL,2014,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,"$6,461.35 ",
Mahindra NuvoSport N6,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,"$7,850.24 ","$12,705.31 "
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$10,869.57 ","$14,468.60 "
Hyundai i20 Asta Option 1.2,2016,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$7,246.38 ",
Skoda Fabia 1.4 MPI Ambiente,2009,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5,"$3,321.26 ",
Tata Indigo eCS GLX,2010,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5,"$1,811.59 ",
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2015,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,"$24,033.82 ",
Skoda Octavia Elegance 1.8 TSI AT,2014,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5,"$12,077.29 ",
Toyota Etios Liva GD SP,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,"$3,623.19 ",
Maruti Swift 1.3 VXi,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,"$2,548.31 ",
Mercedes-Benz B Class B180,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,"$14,444.44 ",
Honda Amaze S Diesel,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,"$3,925.12 ","$10,314.01 "
Hyundai Verna 1.6 SX,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,"$5,736.72 ",
Renault Duster 85PS Diesel RxL Optional,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,"$7,185.99 ",
Hyundai Creta 1.6 VTVT S,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5,"$9,843.00 ",
Maruti Wagon R AMT VXI,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,"$5,096.62 ",
Mercedes-Benz New C-Class C250 Avantgarde,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,"$12,681.16 ",
Audi A8 L 3.0 TDI quattro,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,"$54,347.83 ",
Hyundai i10 Magna 1.1,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,"$3,502.42 ",
Skoda Rapid 1.6 MPI AT Style Black Package,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,"$10,748.79 ",
Skoda Superb Style 1.8 TSI AT,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,"$31,400.97 ","$40,555.56 "
Hyundai i20 Active 1.2 SX,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,"$9,927.54 ",
Honda Amaze VX i-DTEC,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,"$4,227.05 ",
Maruti Wagon R LXI,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,"$1,509.66 ",
Mahindra Verito 1.5 D4 BSIV,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5,"$4,468.60 ","$11,014.49 "
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,"$47,596.62 ",
Maruti Wagon R VXI,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,"$3,200.48 ","$6,388.89 "
Nissan Terrano XV Premium 110 PS Anniversary Edition,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5,"$10,772.95 ",
Maruti Swift VDI BSIV,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,"$4,951.69 ",
Mini Cooper Convertible S,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,"$43,079.71 ","$53,478.26 "
Ford Figo Diesel,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,"$4,347.83 ",
Tata Indica V2 DLS BSII,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5,"$1,026.57 ",
Chevrolet Beat LT,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5,"$4,009.66 ",
Volkswagen Polo Diesel Comfortline 1.2L,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,"$4,347.83 ",
Maruti Swift ZDi,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,"$8,212.56 ",
Ford Figo Diesel EXI,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,"$3,019.32 ",
Toyota Innova Crysta 2.8 GX AT,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,"$23,719.81 ","$25,048.31 "
Hyundai Santa Fe 4x4 AT,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,"$8,454.11 ",
Honda City i-VTEC V,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,"$4,673.91 ","$14,178.74 "
Hyundai i20 1.2 Magna Executive,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$7,572.46 ",
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,"$21,884.06 ",
Chevrolet Beat Diesel LT,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,"$3,200.48 ",
Hyundai i20 Sportz 1.4 CRDi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,"$8,695.65 ",
Toyota Innova 2.5 Z Diesel 7 Seater,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,"$17,270.53 ",
Maruti Ertiga VDI,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,"$8,333.33 ",
Toyota Innova 2.5 V Diesel 7-seater,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,"$12,983.09 ",
Hyundai Santro Xing XO eRLX Euro II,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5,"$1,147.34 ",
Honda City i VTEC V,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,"$9,770.53 ",
BMW X1 sDrive20d,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,"$22,343.00 ",
Hyundai Grand i10 CRDi Era,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,"$5,736.72 ",
Maruti Ciaz 1.3 Alpha,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,"$10,205.31 ",
Skoda Rapid Leisure 1.6 TDI MT,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5,"$4,227.05 ",
Hyundai Accent CRDi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5,"$2,173.91 ",
Volkswagen Polo GT 1.5 TDI,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5,"$4,468.60 ",
Honda Jazz 1.2 VX i VTEC,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,"$8,659.42 ",
Hyundai i10 Era,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,"$2,113.53 ",
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5,"$26,557.97 ",
Toyota Innova Crysta 2.4 ZX MT,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,"$22,524.15 ","$30,821.26 "
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5,"$2,234.30 ",
Maruti Swift VXI BSIV,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,"$7,185.99 ",
Hyundai Grand i10 Magna,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,"$4,528.99 ",
Maruti Swift VDI,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,"$4,528.99 ",
Hyundai Verna CRDi 1.6 SX,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,"$3,140.10 ","$16,992.75 "
Hyundai Santro Xing XL,2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,"$2,113.53 ",
Hyundai i20 1.2 Sportz,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,"$3,381.64 ",
Mercedes-Benz GLE 350d,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,"$74,021.74 ","$114,891.30 "
Mercedes-Benz New C-Class C 220 CDI CLASSIC,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,"$21,739.13 ",
Maruti Ritz ZDi,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,"$5,253.62 ",
Hyundai Creta 1.6 CRDi SX,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,"$16,606.28 ",
Maruti A-Star Vxi,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,"$2,415.46 ",
Renault Duster 110PS Diesel RXZ Option,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,"$12,077.29 ",
Fiat Grande Punto 1.3 Emotion Pack (Diesel),2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5,"$1,992.75 ",
BMW X3 xDrive30d M Sport,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,"$55,277.78 ",
Hyundai i10 Sportz,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,925.12 ",
Toyota Innova 2.5 G4 Diesel 7-seater,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,"$15,458.94 ",
Maruti Zen VXI BSII,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,$664.25 ,
Maruti Swift VDI,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,"$8,635.27 ",
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,"$8,454.11 ",
Tata Zest Quadrajet 1.3 75PS XE,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,"$4,528.99 ","$10,072.46 "
Ford EcoSport 1.0 Ecoboost Titanium Plus,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,"$10,265.70 ",
Maruti Swift Dzire ZDI,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$5,253.62 ",
Maruti Alto 800 LXI,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,"$3,937.20 ",
Honda City 1.5 S MT,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$5,084.54 ",
Audi Q7 3.0 TDI Quattro Technology,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,"$84,975.85 ",
Skoda Laura 1.9 TDI AT Ambiente,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5,"$3,562.80 ",
Hyundai Verna 1.6 SX VTVT (O),2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,"$5,169.08 ",
Honda City 1.5 V AT,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,"$4,311.59 ",
Hyundai i20 Magna Optional 1.4 CRDi,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,"$3,756.04 ",
Hyundai i20 Sportz AT 1.4,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,"$7,198.07 ",
Volkswagen Vento Diesel Highline,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,"$5,676.33 ",
Honda City i VTEC VX,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,"$8,333.33 ",
Tata Zest Quadrajet 1.3 75PS XE,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,"$6,340.58 ","$10,072.46 "
BMW 5 Series 2003-2012 520d,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,"$33,816.43 ",
Maruti Wagon R LXI Minor,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,"$1,630.43 ",
Honda Jazz VX,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,"$5,857.49 ","$10,688.41 "
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5,"$8,091.79 ",
Hyundai i10 Magna 1.2,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,743.96 ",
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,"$22,512.08 ",
Hyundai i10 Magna 1.2 iTech SE,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,381.64 ",
Toyota Innova Crysta 2.4 ZX MT,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,"$24,456.52 ","$30,676.33 "
Audi A6 2011-2015 2.0 TDI Technology,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,"$32,343.00 ",
Toyota Innova 2.5 VX (Diesel) 7 Seater,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,"$9,975.85 ",
Volkswagen Polo Petrol Trendline 1.2L,2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,"$4,698.07 ",
Maruti Alto K10 LXI,2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,"$2,536.23 ",
Honda City i-VTEC CVT ZX,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,"$15,326.09 ","$20,132.85 "
Tata Indigo LX,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,"$3,115.94 ",
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,"$25,084.54 ",
Mercedes-Benz GLA Class 200 CDI SPORT,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$24,468.60 ",
Hyundai Santro Xing XL,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,"$1,811.59 ",
Maruti Swift VDI BSIV,2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,"$3,019.32 ",
Maruti Celerio VXI AT,2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,"$5,132.85 ",
Mercedes-Benz GLE 250d,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,"$68,840.58 ","$95,929.95 "
Land Rover Range Rover HSE Dynamic,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,"$53,140.10 ",
Volkswagen Vento Diesel Trendline,2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,"$4,408.21 ",
Maruti Omni 8 Seater BSIV,2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,"$2,475.85 ",
Honda Brio 1.2 VX MT,2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,"$3,780.19 ","$7,995.17 "
Tata Sumo Delux,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7,"$1,811.59 ",
Tata Indica Vista Aura 1.3 Quadrajet,2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,"$3,442.03 ",
Maruti Wagon R LXI BS IV,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,"$3,200.48 ",
Mahindra XUV500 W8 4WD,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,"$12,801.93 ",
Tata Indigo LS Dicor,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5,"$1,509.66 ",
Maruti Ertiga Paseo VXI,2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,"$9,963.77 ",
Honda Accord 2.4 A/T,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,"$5,374.40 ",
Maruti Swift Dzire VDi,2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,"$4,468.60 ",
Ford Fiesta EXi 1.4 TDCi Ltd,2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,"$3,381.64 ",
Honda City ZX GXi,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,"$2,173.91 ",
Audi A6 2011-2015 2.0 TDI Premium Plus,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,"$26,509.66 ",
BMW 6 Series 640d Gran Coupe,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4,"$59,178.74 ",
Audi Q7 45 TDI Quattro Technology,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,"$75,688.41 ","$1,256.04 "
Maruti Zen Estilo LXI Green (CNG),2008,42496,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5,"$1,690.82 ",
Hyundai i20 1.4 CRDi Asta,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,"$6,642.51 ",
Hyundai i10 Sportz AT,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5,"$3,562.80 ",
Honda Jazz 1.2 V CVT i VTEC,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,"$8,285.02 ",
Maruti Swift VDI BSIV,2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,"$7,427.54 ",
Hyundai i20 Asta 1.2,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5,"$3,985.51 ",
Volkswagen Polo Petrol Comfortline 1.2L,2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,"$3,079.71 ",
Maruti Alto LXi,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,"$1,811.59 ",
Toyota Corolla H4,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,"$3,019.32 ",
Maruti Alto LXi,2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,"$1,690.82 ",
Tata Manza ELAN Quadrajet BS IV,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,"$4,106.28 ",
Maruti Alto LXi,2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,"$2,717.39 ",
Skoda Octavia Ambition Plus 2.0 TDI AT,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,"$9,057.97 ",
Toyota Corolla H4,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5,"$3,381.64 ",
Hyundai i20 Asta Option 1.2,2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,"$9,251.21 ",
Maruti Vitara Brezza LDi,2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$8,635.27 ","$11,014.49 "
Honda City 1.5 V MT,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,"$4,227.05 ",
Tata Indica Vista Aqua 1.3 Quadrajet,2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5,"$4,227.05 ",
Honda Amaze S i-Dtech,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,"$4,166.67 ",
Hyundai EON D Lite Plus,2016,27904,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,"$4,287.44 ",
BMW 3 Series Luxury Line,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,"$31,388.89 ","$70,857.49 "
Hyundai Verna 1.6 SX,2012,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,"$6,340.58 ",
Tata Manza Club Class Quadrajet90 LS,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,"$3,502.42 ",
Skoda Octavia RS,2005,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5,"$2,475.85 ","$34,263.29 "
Maruti Alto K10 VXI,2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,"$4,528.99 ","$5,410.63 "
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,"$8,152.17 ",
Chevrolet Spark 1.0 LS,2011,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5,"$1,147.34 ",
Jaguar XF 2.0 Diesel Portfolio,2017,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5,"$62,801.93 ","$87,729.47 "
Honda CR-V RVi MT,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5,"$4,722.22 ",
Skoda Superb L&K 1.8 TSI AT,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,"$32,971.01 ","$43,659.42 "
Hyundai i10 Magna 1.2,2009,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,"$3,260.87 ",
Maruti Swift LDI,2013,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,"$4,227.05 ",
Maruti Swift Dzire VXi AT,2016,18000,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,"$7,487.92 ",
Nissan Micra Diesel XV,2011,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,"$3,321.26 ",
Maruti Swift Dzire Tour LDI,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,"$3,925.12 ",
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,63400,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5,"$3,925.12 ",
Maruti Zen LX,2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,$785.02 ,
Mini Clubman Cooper S,2017,8350,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5,"$42,270.53 ","$53,852.66 "
Toyota Etios GD,2014,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,"$3,925.12 ",
Maruti Alto 800 2016-2019 LXI,2018,26200,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,"$3,502.42 ",
Maruti Alto VXi,2011,11000,Petrol,Manual,Third,18.9 kmpl,796 CC,47 bhp,5,"$3,502.42 ",
BMW X5 3.0d,2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,235 bhp,5,"$21,437.20 ",
Nissan Teana XV,2015,74000,Petrol,Automatic,Second,11.07 kmpl,2496 CC,179.5 bhp,5,"$9,963.77 ",
Hyundai Grand i10 AT Asta,2015,37081,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,"$6,968.60 ",
Maruti Vitara Brezza ZDi Plus,2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,"$11,461.35 ","$14,492.75 "
Audi Q7 3.0 TDI Quattro Premium Plus,2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,7,"$15,640.10 ",
Mercedes-Benz GLA Class 200 CDI,2015,38000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,"$24,154.59 ",
Maruti 800 AC,2007,72000,Petrol,Manual,Third,16.1 kmpl,796 CC,37 bhp,4,"$1,207.73 ",
Renault Duster 85PS Diesel RxL,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5,"$8,574.88 ",
Toyota Corolla Altis D-4D GL,2017,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,"$19,927.54 ",
Mercedes-Benz New C-Class 220,2014,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,"$31,400.97 ",
Maruti Ritz VDi,2010,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,"$3,864.73 ",
Honda BRV i-VTEC V CVT,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,"$11,449.28 ","$17,693.24 "
Hyundai Xcent 1.1 CRDi Base,2015,74310,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,"$4,830.92 ",
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2014,59364,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,"$32,004.83 ",
Mercedes-Benz B Class B180,2014,41380,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5,"$14,214.98 ",
Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,33900,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,"$44,685.99 ",
Honda City i VTEC VX Option,2016,28000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,"$10,567.63 ",
